task_id,task_type,difficulty,episode_id,true_next_strain,true_next_resistance,recent_actions,current_strain,true_current_fatigue,future_actions,true_future_strain,true_future_resistance
R_easy_008,rollout,easy,E_easy_008,,,,,,"[0.0254, -0.0525, 0.0501, 0.0327, 0.0348, -0.0441, 0.0558, -0.0454, -0.0275, -0.0502, 0.0273, -0.0348, 0.0441, 0.0242, -0.0546, -0.0524, -0.0498, 0.0528, 0.0348, -0.0241, 0.0558, -0.0455, 0.0324, 0.0497, 0.0272, 0.0251, 0.0241, -0.0558, -0.0345, -0.0523]","[0.18770047378305596, 0.13520047378305597, 0.18530047378305597, 0.21800047378305598, 0.252800473783056, 0.20870047378305598, 0.26450047378305597, 0.21910047378305597, 0.19160047378305597, 0.14140047378305598, 0.16870047378305597, 0.13390047378305597, 0.17800047378305597, 0.20220047378305597, 0.14760047378305596, 0.09520047378305596, 0.045400473783055964, 0.09820047378305596, 0.13300047378305596, 0.10890047378305596, 0.16470047378305597, 0.11920047378305597, 0.15160047378305597, 0.20130047378305596, 0.22850047378305596, 0.25360047378305595, 0.27770047378305596, 0.22190047378305594, 0.18740047378305594, 0.13510047378305595]","[145.89759664541342, 135.80905495489364, 146.80634643711093, 154.38840404938622, 162.81292879755475, 154.42457862029417, 167.76018267960765, 159.01282373437272, 153.6505933394925, 143.4406153109715, 149.57523421566458, 142.43791443564822, 152.44904579838396, 158.20738191784739, 146.90039077205134, 136.10266130648634, 125.8879385440767, 137.59085812409927, 145.35577279274256, 140.25876380222536, 152.98891016600885, 143.3861284851301, 150.69856433828804, 162.4752809932337, 169.30124277673858, 175.89207037612206, 182.50634423145382, 170.70937502501997, 163.29520132492976, 151.79765866343567]"
R_easy_009,rollout,easy,E_easy_009,,,,,,"[0.0454, -0.0025, 0.0301, 0.0327, 0.0048, -0.0441, 0.0558, -0.0254, 0.0025, 0.0298, 0.0273, 0.0452, -0.0559, -0.0058, -0.0046, -0.0024, -0.0498, -0.0472, -0.0252, 0.0359, 0.0058, 0.0045, 0.0324, -0.0003, -0.0028, -0.0349, -0.0059, -0.0358, -0.0345, 0.0277]","[0.08539831732488459, 0.08289831732488459, 0.11299831732488459, 0.14569831732488459, 0.15049831732488458, 0.10639831732488458, 0.1621983173248846, 0.1367983173248846, 0.1392983173248846, 0.1690983173248846, 0.19639831732488458, 0.24159831732488457, 0.18569831732488457, 0.17989831732488457, 0.17529831732488457, 0.17289831732488456, 0.12309831732488456, 0.07589831732488456, 0.050698317324884556, 0.08659831732488456, 0.09239831732488456, 0.09689831732488456, 0.12929831732488456, 0.12899831732488456, 0.12619831732488457, 0.09129831732488457, 0.08539831732488457, 0.04959831732488457, 0.015098317324884564, 0.042798317324884566]","[121.5952770062562, 121.0967756478268, 126.96467580850565, 133.38319662345904, 134.2850002735146, 126.1436728670713, 137.231536954691, 132.48009941288328, 132.92120741363266, 138.90419712812698, 144.54330539817204, 154.0875346142801, 143.65056103706635, 142.61665228775578, 141.78755963878734, 141.3615878870356, 131.92849573232462, 123.01103501235028, 118.232838628408, 125.36650306557996, 126.46775745318483, 127.30733172688285, 133.78845392180526, 133.65880493397177, 133.05802972322374, 126.4105131722774, 125.23308319767621, 118.44001591948496, 111.90781519592387, 117.38444978310187]"
R_easy_010,rollout,easy,E_easy_010,,,,,,"[0.0254, -0.0325, 0.0301, 0.0027, -0.0452, -0.0441, 0.0558, -0.0454, -0.0275, -0.0302, -0.0327, -0.0348, 0.0241, -0.0558, 0.0454, 0.0476, -0.0298, -0.0472, 0.0548, -0.0441, 0.0358, 0.0545, 0.0524, 0.0297, -0.0328, 0.0251, 0.0241, -0.0058, 0.0255, -0.0523]","[0.23905005217033187, 0.20655005217033187, 0.23665005217033186, 0.23935005217033187, 0.19415005217033188, 0.15005005217033188, 0.20585005217033187, 0.16045005217033187, 0.13295005217033187, 0.10275005217033187, 0.07005005217033186, 0.035250052170331864, 0.05935005217033186, 0.0035500521703318577, 0.04895005217033186, 0.09655005217033186, 0.06675005217033186, 0.019550052170331865, 0.07435005217033186, 0.03025005217033186, 0.06605005217033186, 0.12055005217033185, 0.17295005217033185, 0.20265005217033186, 0.16985005217033186, 0.19495005217033187, 0.21905005217033188, 0.21325005217033188, 0.23875005217033188, 0.1864500521703319]","[152.8002270883293, 147.10663942599936, 154.329019057293, 155.5872388349454, 147.22845734050318, 138.73291104572556, 151.37214361883227, 142.5659277583678, 137.16138800187565, 131.25114035163867, 124.87656760874422, 118.1171757217064, 123.23851331371868, 112.41505511210052, 122.1323922257567, 132.48485193230889, 126.53717062176274, 117.20276835752797, 129.14725494374989, 120.32510291098244, 128.1407963032199, 140.26634815980216, 152.29787975647966, 159.4684300750659, 152.70822291296355, 158.76775368067365, 164.8453532810648, 163.97849489765116, 170.61887994563807, 159.65472353505518]"
R_easy_011,rollout,easy,E_easy_011,,,,,,"[-0.0546, -0.0025, 0.0301, 0.0327, 0.0048, 0.0059, -0.0442, 0.0046, 0.0525, 0.0298, 0.0273, 0.0252, 0.0241, -0.0558, -0.0346, -0.0024, -0.0298, 0.0528, 0.0048, 0.0359, 0.0558, 0.0045, 0.0524, -0.0003, 0.0472, -0.0549, -0.0059, -0.0058, -0.0545, -0.0023]","[0.0, 0.0, 0.0301, 0.0628, 0.0676, 0.0735, 0.029299999999999993, 0.03389999999999999, 0.08639999999999999, 0.1162, 0.1435, 0.1687, 0.1928, 0.137, 0.10240000000000002, 0.10000000000000002, 0.07020000000000001, 0.12300000000000001, 0.12780000000000002, 0.1637, 0.21950000000000003, 0.22400000000000003, 0.27640000000000003, 0.2761, 0.32330000000000003, 0.2684, 0.2625, 0.25670000000000004, 0.20220000000000005, 0.19990000000000005]","[106.14571917026862, 106.09997526709853, 112.31738790163341, 119.15713233538274, 120.11774246547925, 121.31314266302968, 113.0703015727932, 113.9845476775512, 125.12600836789504, 131.51697189934464, 137.4232404364381, 143.07460404035703, 148.74339137357822, 137.82527850111236, 131.045032698382, 130.4888037833846, 124.66201292499645, 136.24360856978242, 137.2107321991182, 145.30074622795672, 158.59759662375015, 160.1695659414215, 173.5890946153809, 174.5628848529762, 187.58550408081854, 176.8253995068204, 176.42281850216514, 175.96903890051735, 164.49468097356046, 164.23356045938806]"
R_easy_012,rollout,easy,E_easy_012,,,,,,"[0.0254, 0.0475, 0.0001, 0.0327, -0.0452, 0.0059, -0.0242, -0.0254, 0.0325, 0.0498, 0.0473, -0.0548, -0.0059, -0.0058, -0.0546, -0.0524, -0.0498, 0.0328, 0.0048, 0.0559, 0.0058, 0.0545, -0.0276, 0.0297, -0.0528, -0.0049, 0.0241, 0.0442, -0.0045, -0.0523]","[0.2768712916445823, 0.3243712916445823, 0.32447129164458227, 0.3571712916445823, 0.31197129164458226, 0.3178712916445823, 0.2936712916445823, 0.2682712916445823, 0.3007712916445823, 0.3505712916445823, 0.3978712916445823, 0.3430712916445823, 0.33717129164458226, 0.33137129164458223, 0.27677129164458225, 0.22437129164458225, 0.17457129164458224, 0.20737129164458223, 0.21217129164458223, 0.2680712916445822, 0.27387129164458224, 0.32837129164458223, 0.3007712916445822, 0.3304712916445822, 0.2776712916445822, 0.2727712916445822, 0.2968712916445822, 0.3410712916445822, 0.3365712916445822, 0.2842712916445822]","[160.6976973554598, 171.45538086382945, 172.36244054228393, 180.3793416033515, 172.43022398670035, 174.51826824653622, 170.4640490293836, 166.00524323761132, 173.71197057200044, 185.5935744978239, 197.41450237262538, 187.18370912985495, 186.89095204516397, 186.57097483111184, 175.80952510949004, 165.20547872006975, 154.9051288319273, 162.3540374543417, 163.6080847210724, 176.66458234245022, 178.48855273104616, 191.80770832169077, 186.55066871203297, 194.27686406640385, 183.35196501092597, 182.77039516878065, 189.0188251097074, 200.33696082353356, 200.19555492401537, 189.10247170604424]"
R_easy_013,rollout,easy,E_easy_013,,,,,,"[0.0254, -0.0325, 0.0501, -0.0273, 0.0548, -0.0241, 0.0058, 0.0046, -0.0275, 0.0498, -0.0327, -0.0548, -0.0359, 0.0242, 0.0254, 0.0476, -0.0298, 0.0028, -0.0452, 0.0059, 0.0558, 0.0345, 0.0024, -0.0003, 0.0472, -0.0049, -0.0559, -0.0358, -0.0545, -0.0323]","[0.1278816105980719, 0.0953816105980719, 0.1454816105980719, 0.1181816105980719, 0.1729816105980719, 0.1488816105980719, 0.1546816105980719, 0.1592816105980719, 0.1317816105980719, 0.18158161059807187, 0.14888161059807187, 0.09408161059807187, 0.058181610598071865, 0.08238161059807186, 0.10778161059807187, 0.15538161059807187, 0.12558161059807188, 0.12838161059807188, 0.08318161059807189, 0.08908161059807189, 0.1448816105980719, 0.1793816105980719, 0.1817816105980719, 0.1814816105980719, 0.2286816105980719, 0.22378161059807192, 0.1678816105980719, 0.1320816105980719, 0.07758161059807192, 0.04528161059807192]","[131.10046405313813, 125.03356819862209, 135.63589759951708, 130.4630762404449, 142.3922803666878, 137.74155643989423, 138.9576854342367, 139.94885361562416, 134.65091078188067, 145.6923520883167, 139.31712085000404, 128.72927502915402, 121.789522054901, 126.93294532677106, 132.37693132287365, 142.81942583515044, 136.89861442382795, 137.41923287944851, 128.52130007753613, 129.72234435576374, 141.97783016104256, 149.8544633005685, 150.5256135057397, 150.58934028363865, 161.9189257634596, 161.3907391923064, 150.02675243983265, 142.6410531802052, 131.518125806735, 124.91016849374098]"
R_easy_014,rollout,easy,E_easy_014,,,,,,"[-0.0346, -0.0525, 0.0501, -0.0273, 0.0348, 0.0359, 0.0358, 0.0046, 0.0025, 0.0498, 0.0273, 0.0252, 0.0441, 0.0242, -0.0346, -0.0024, -0.0498, 0.0328, 0.0548, 0.0059, -0.0242, -0.0455, 0.0524, -0.0503, -0.0528, -0.0349, -0.0559, -0.0058, -0.0045, -0.0323]","[0.03788017511959713, 0.0, 0.0501, 0.022799999999999997, 0.0576, 0.0935, 0.1293, 0.1339, 0.1364, 0.18619999999999998, 0.21349999999999997, 0.23869999999999997, 0.28279999999999994, 0.30699999999999994, 0.2723999999999999, 0.2699999999999999, 0.2201999999999999, 0.2529999999999999, 0.3077999999999999, 0.3136999999999999, 0.2894999999999999, 0.24399999999999994, 0.29639999999999994, 0.24609999999999993, 0.19329999999999992, 0.15839999999999993, 0.10249999999999992, 0.09669999999999992, 0.09219999999999992, 0.05989999999999992]","[110.29930400053404, 103.55845459423942, 113.355120260556, 108.44714553436434, 115.2954263805318, 122.43233753952433, 129.62040227362218, 130.50333611288016, 130.95920075596467, 141.33198424591782, 147.33153443578755, 153.11357929719148, 163.30068463202008, 169.51258094738867, 163.54339434231366, 163.76864252305438, 154.40668856369626, 162.09585134504633, 175.1652443423529, 177.4868325766077, 173.39612131584164, 164.62910111618615, 177.29636713597435, 167.3826821563812, 156.6069032505212, 149.32945735009443, 137.74636368378407, 136.4264555282225, 135.37509509451857, 128.6842872892072]"
R_easy_015,rollout,easy,E_easy_015,,,,,,"[-0.0346, -0.0325, -0.0299, 0.0327, 0.0348, -0.0241, -0.0242, 0.0546, -0.0475, 0.0298, 0.0273, -0.0548, -0.0559, -0.0058, 0.0454, -0.0524, 0.0002, -0.0272, 0.0048, 0.0559, -0.0242, 0.0345, 0.0024, 0.0497, -0.0528, 0.0451, -0.0059, -0.0358, 0.0255, 0.0477]","[0.09067829721194631, 0.05817829721194631, 0.028278297211946312, 0.06097829721194631, 0.0957782972119463, 0.07167829721194631, 0.04747829721194631, 0.1020782972119463, 0.054578297211946306, 0.08437829721194631, 0.11167829721194632, 0.056878297211946316, 0.0009782972119463176, 0.0, 0.0454, 0.0, 0.0002, 0.0, 0.0048, 0.0607, 0.0365, 0.07100000000000001, 0.0734, 0.12310000000000001, 0.07030000000000002, 0.11540000000000002, 0.10950000000000001, 0.07370000000000002, 0.09920000000000001, 0.1469]","[124.56292349045226, 118.51366943237217, 112.95364467179115, 119.7590792839279, 127.09034644526555, 122.52305821384421, 117.94433491470691, 129.54159115220176, 120.48839221775006, 126.8256800840044, 132.68117399365767, 122.12303954473934, 111.38591075426898, 111.1373612879327, 120.81666796148286, 112.00119925185159, 111.98688783686319, 111.84040468189957, 112.81088251467372, 124.84334562830924, 120.06748470270547, 127.54458141471726, 127.9989730576374, 138.95858235930206, 128.4248993921075, 138.41468552230174, 137.1479274744942, 129.92750342031957, 135.55290658591215, 146.2761439556458]"
R_easy_016,rollout,easy,E_easy_016,,,,,,"[0.0454, 0.0275, -0.0299, 0.0527, 0.0048, -0.0441, -0.0442, 0.0546, -0.0275, -0.0002, 0.0473, -0.0548, -0.0559, 0.0442, -0.0046, -0.0024, 0.0502, 0.0528, 0.0048, 0.0359, -0.0242, -0.0455, 0.0024, -0.0303, 0.0272, 0.0251, -0.0559, -0.0058, -0.0345, 0.0477]","[0.08960000000000001, 0.11710000000000001, 0.08720000000000001, 0.13990000000000002, 0.14470000000000002, 0.10060000000000002, 0.05640000000000002, 0.11100000000000002, 0.08350000000000002, 0.08330000000000001, 0.13060000000000002, 0.07580000000000002, 0.019900000000000022, 0.06410000000000002, 0.05950000000000002, 0.05710000000000002, 0.10730000000000002, 0.16010000000000002, 0.16490000000000002, 0.20080000000000003, 0.17660000000000003, 0.13110000000000005, 0.13350000000000006, 0.10320000000000007, 0.13040000000000007, 0.15550000000000008, 0.09960000000000008, 0.09380000000000008, 0.059300000000000075, 0.10700000000000007]","[123.51158249049216, 129.43777425905526, 123.85642805902822, 135.3687142157236, 136.3748236030188, 128.02778765657615, 119.68182015364805, 131.65140367349827, 126.35191132266607, 126.25096515725598, 136.7591378467731, 126.1366307895336, 115.33830690472755, 125.08171626840475, 124.1156083674508, 123.57775631701656, 134.8412411483136, 147.03379780386936, 148.19140370075618, 157.04366135884405, 152.27112012464912, 142.93993228492167, 143.39529898425315, 137.16893040645303, 143.42667969827838, 149.2967211488046, 137.76204069891165, 136.47281705584425, 129.35260885143015, 140.4152473130822]"
R_easy_017,rollout,easy,E_easy_017,,,,,,"[-0.0546, 0.0475, -0.0299, -0.0273, 0.0548, 0.0559, -0.0242, 0.0046, 0.0325, 0.0498, -0.0327, -0.0048, 0.0241, 0.0242, 0.0254, -0.0024, -0.0498, 0.0528, 0.0548, 0.0059, -0.0442, -0.0455, 0.0324, -0.0503, 0.0472, -0.0349, 0.0241, 0.0442, -0.0345, -0.0323]","[0.0888655991049919, 0.1363655991049919, 0.10646559910499191, 0.07916559910499191, 0.1339655991049919, 0.1898655991049919, 0.1656655991049919, 0.1702655991049919, 0.2027655991049919, 0.2525655991049919, 0.21986559910499187, 0.21506559910499187, 0.23916559910499188, 0.2633655991049919, 0.2887655991049919, 0.2863655991049919, 0.23656559910499186, 0.2893655991049919, 0.3441655991049919, 0.3500655991049919, 0.3058655991049919, 0.2603655991049919, 0.2927655991049919, 0.24246559910499188, 0.2896655991049919, 0.2547655991049919, 0.2788655991049919, 0.32306559910499194, 0.2885655991049919, 0.2562655991049919]","[123.8487112254843, 133.84305767208465, 128.1944408895248, 123.04261971695527, 134.64981515043743, 147.02386077051864, 142.40920292892588, 143.4803486259824, 150.96679540556795, 162.87665286699098, 156.85466485020183, 156.30236165624532, 162.38723671462034, 168.77187381343296, 175.7415418956992, 176.2651815057713, 166.50964217090782, 180.04399705433755, 194.90237481766002, 197.98889846312056, 189.484191171398, 180.21768380440446, 189.24542193341543, 178.58779248168287, 191.3481552000641, 184.07739011816255, 191.01638953278072, 203.62923495494732, 196.503082186166, 189.5685879240043]"
R_medium_018,rollout,medium,E_medium_000,,,,,,"[-0.0396, -0.0375, 0.0251, 0.0277, -0.0302, -0.0291, 0.0308, 0.0696, 0.0275, -0.0002, -0.0627, -0.0398, -0.0059, 0.0392, 0.0404, 0.0626, 0.0652, 0.0678, 0.0498, -0.0541, -0.0292, -0.0105, 0.0024, -0.0603, 0.0422, 0.0201, -0.0059, -0.0408, -0.0395, -0.0373]","[0.08190517710078529, 0.044405177100785294, 0.0695051771007853, 0.0972051771007853, 0.0670051771007853, 0.037905177100785295, 0.0687051771007853, 0.1383051771007853, 0.1658051771007853, 0.1656051771007853, 0.10290517710078528, 0.06310517710078528, 0.05720517710078528, 0.09640517710078528, 0.13680517710078527, 0.19940517710078526, 0.26460517710078524, 0.3324051771007852, 0.3822051771007852, 0.32810517710078524, 0.29890517710078524, 0.2884051771007852, 0.29080517710078524, 0.23050517710078525, 0.27270517710078523, 0.29280517710078524, 0.2869051771007852, 0.24610517710078522, 0.20660517710078521, 0.16930517710078521]","[134.76679538560248, 127.08279857871771, 133.99470833448564, 141.78903283013804, 135.38574862098062, 129.22755347593395, 137.8792158118965, 158.32142852100756, 166.977694473086, 167.15236962666205, 152.89360168150517, 143.83895510601937, 142.4095051127618, 154.09299008860674, 166.49099830559777, 187.6349824856719, 212.36262665877274, 241.2496464728598, 266.28109944125583, 255.35541335588854, 250.47671228835577, 250.63956022548848, 254.87215310715666, 238.36776509255938, 257.67289771659676, 269.0848959429347, 270.33725307891206, 259.2024383123691, 247.41499502644223, 235.45934506653117]"
R_medium_019,rollout,medium,E_medium_001,,,,,,"[0.0404, 0.0425, 0.0451, -0.0123, 0.0048, -0.0291, -0.0292, -0.0304, 0.0675, 0.0448, 0.0423, -0.0048, -0.0059, -0.0058, -0.0046, -0.0024, -0.0348, -0.0322, 0.0698, 0.0059, 0.0708, -0.0305, 0.0024, -0.0353, -0.0378, -0.0649, -0.0659, 0.0592, -0.0195, 0.0227]","[0.04877544365384271, 0.09127544365384271, 0.13637544365384272, 0.12407544365384271, 0.1288754436538427, 0.09977544365384271, 0.0705754436538427, 0.04017544365384271, 0.10767544365384271, 0.15247544365384272, 0.19477544365384272, 0.18997544365384272, 0.18407544365384274, 0.17827544365384274, 0.17367544365384274, 0.17127544365384273, 0.13647544365384273, 0.10427544365384273, 0.17407544365384273, 0.17997544365384271, 0.25077544365384274, 0.22027544365384275, 0.22267544365384276, 0.18737544365384276, 0.14957544365384276, 0.08467544365384276, 0.01877544365384276, 0.07797544365384276, 0.05847544365384276, 0.08117544365384276]","[122.77500592482924, 133.25738017108776, 144.69004786032673, 142.14242467602085, 143.31390987340947, 137.37403271649407, 131.42523886800657, 125.24618484157845, 142.44050872444615, 154.2555974151382, 166.36452672938495, 165.85670709709436, 165.0096020429142, 164.0864912402242, 163.34799706887298, 163.0487280462861, 155.3631881373655, 148.26443839121728, 167.78540337334593, 169.79897150013522, 191.83835692899805, 185.72109794358312, 187.47432596799064, 179.58286630226445, 170.51556981192783, 155.11695388569763, 139.56522995304198, 156.24769457159917, 151.46280702896783, 157.87773120084262]"
R_medium_020,rollout,medium,E_medium_002,,,,,,"[-0.0046, 0.0225, -0.0599, 0.0677, -0.0102, -0.0541, 0.0058, -0.0304, -0.0325, 0.0248, -0.0177, 0.0602, -0.0209, 0.0192, -0.0046, 0.0226, 0.0252, 0.0028, 0.0698, -0.0291, -0.0292, 0.0295, 0.0474, -0.0603, -0.0028, 0.0601, -0.0059, 0.0592, -0.0195, -0.0173]","[0.2221534195422615, 0.2446534195422615, 0.1847534195422615, 0.25245341954226147, 0.24225341954226148, 0.18815341954226147, 0.19395341954226147, 0.16355341954226146, 0.13105341954226146, 0.15585341954226145, 0.13815341954226146, 0.19835341954226146, 0.17745341954226146, 0.19665341954226145, 0.19205341954226146, 0.21465341954226147, 0.23985341954226147, 0.24265341954226147, 0.31245341954226147, 0.28335341954226145, 0.25415341954226145, 0.2836534195422614, 0.3310534195422614, 0.2707534195422614, 0.2679534195422614, 0.32805341954226136, 0.32215341954226134, 0.3813534195422613, 0.3618534195422613, 0.3445534195422613]","[180.71981349051111, 190.1967677906733, 176.7790335527386, 201.52569220945873, 201.07617640359777, 188.2331638403852, 190.99336907067288, 183.42140015438684, 175.04152089758543, 183.21260382095525, 178.49666489512163, 199.90779295683546, 194.78593583236923, 202.32369716317672, 201.806653007064, 211.11739239962583, 222.19277009875486, 225.2147621683118, 255.76254225650814, 250.20968524707985, 243.68259466653913, 258.411539364235, 282.2651602761691, 265.43874476060756, 267.09073152556317, 296.87532577209146, 299.0091068927177, 331.519495963502, 329.8278233018738, 328.23692546222037]"
R_medium_021,rollout,medium,E_medium_003,,,,,,"[-0.0646, -0.0175, 0.0001, 0.0477, 0.0498, -0.0291, 0.0308, -0.0304, -0.0125, -0.0352, -0.0177, 0.0402, 0.0591, -0.0408, -0.0046, 0.0226, 0.0652, 0.0278, -0.0302, 0.0309, -0.0092, 0.0695, -0.0126, 0.0247, -0.0628, -0.0199, 0.0391, 0.0192, -0.0045, 0.0627]","[0.04428193608165355, 0.02678193608165355, 0.02688193608165355, 0.07458193608165355, 0.12438193608165354, 0.09528193608165354, 0.12608193608165355, 0.09568193608165355, 0.08318193608165356, 0.047981936081653555, 0.030281936081653554, 0.07048193608165355, 0.12958193608165355, 0.08878193608165355, 0.08418193608165356, 0.10678193608165355, 0.17198193608165355, 0.19978193608165354, 0.16958193608165353, 0.20048193608165354, 0.19128193608165356, 0.26078193608165356, 0.24818193608165356, 0.27288193608165356, 0.21008193608165357, 0.19018193608165357, 0.22928193608165356, 0.24848193608165356, 0.24398193608165356, 0.30668193608165356]","[120.42445316043599, 117.02417632936445, 117.0052987667138, 128.65738240737792, 141.21111276963228, 135.31395368786437, 143.16910025454726, 136.9316132773505, 134.32979471155605, 127.14399277011758, 123.50555168747763, 133.66383037366893, 149.09685465148254, 140.41457935137765, 139.3605083041171, 145.2592618403868, 163.24601437467055, 171.72720217174628, 165.20263531303712, 174.6581188170032, 173.10806135162056, 195.24087844699403, 193.80233057035917, 203.30450559070812, 188.9105522282129, 184.55320531997899, 197.63343876925117, 205.11216099964636, 205.38448822648476, 228.19046181270883]"
R_medium_022,rollout,medium,E_medium_004,,,,,,"[-0.0396, -0.0025, -0.0149, -0.0323, 0.0498, 0.0509, -0.0292, -0.0554, -0.0125, 0.0448, 0.0423, -0.0398, 0.0391, -0.0658, -0.0196, 0.0626, -0.0348, -0.0322, 0.0048, 0.0309, 0.0708, 0.0695, -0.0576, -0.0353, 0.0422, -0.0199, 0.0391, 0.0192, -0.0645, 0.0427]","[0.21458739714237315, 0.21208739714237315, 0.19718739714237316, 0.16488739714237316, 0.21468739714237317, 0.26558739714237317, 0.23638739714237317, 0.18098739714237316, 0.16848739714237315, 0.21328739714237316, 0.25558739714237316, 0.21578739714237316, 0.2548873971423732, 0.1890873971423732, 0.16948739714237318, 0.2320873971423732, 0.1972873971423732, 0.1650873971423732, 0.1698873971423732, 0.2007873971423732, 0.27158739714237323, 0.34108739714237324, 0.28348739714237325, 0.24818739714237326, 0.29038739714237327, 0.27048739714237324, 0.30958739714237327, 0.32878739714237326, 0.26428739714237326, 0.3069873971423733]","[196.02029148548553, 196.43752830856693, 193.42864795987344, 185.40183643323502, 202.66158178544745, 221.96443608071647, 215.6893908157984, 201.1995578095446, 197.9870528129932, 214.2446981020966, 230.97921570585243, 220.81423211990656, 236.67978310276408, 218.15347514004307, 212.61137367415168, 236.5781433500013, 226.86669633950427, 217.3062613197883, 219.15439328628813, 231.17650716044858, 260.11834581636464, 291.43909929198986, 275.1583021879904, 265.25326963069955, 284.89930841385, 280.33553907271624, 299.6249633527137, 311.3241556781188, 290.4868180320653, 311.76344572072117]"
R_medium_023,rollout,medium,E_medium_005,,,,,,"[0.0404, 0.0425, -0.0149, -0.0123, 0.0298, 0.0509, 0.0058, 0.0696, -0.0575, 0.0448, -0.0627, -0.0398, -0.0059, -0.0658, -0.0646, -0.0624, 0.0252, 0.0478, -0.0552, 0.0509, 0.0508, -0.0305, -0.0326, 0.0447, 0.0422, -0.0049, 0.0391, -0.0658, -0.0195, 0.0227]","[0.15266714417563254, 0.19516714417563255, 0.18026714417563255, 0.16796714417563255, 0.19776714417563254, 0.24866714417563254, 0.25446714417563254, 0.32406714417563254, 0.26656714417563254, 0.31136714417563255, 0.24866714417563254, 0.20886714417563254, 0.20296714417563255, 0.13716714417563255, 0.07256714417563255, 0.010167144175632553, 0.03536714417563255, 0.08316714417563256, 0.027967144175632563, 0.07886714417563256, 0.12966714417563258, 0.09916714417563258, 0.06656714417563259, 0.11126714417563258, 0.15346714417563256, 0.14856714417563258, 0.18766714417563257, 0.12186714417563257, 0.10236714417563257, 0.12506714417563258]","[150.3712389252024, 163.1674146814068, 160.4911647626695, 158.11444465513625, 167.5533848168746, 184.67225270217094, 188.51781566834538, 214.35296110730778, 202.77033318068507, 220.92805883117595, 206.90268843964128, 197.72535646741824, 197.05126954126646, 179.99217982000698, 163.3662691876563, 147.41764118486918, 155.0416775412506, 169.9805238611901, 155.47174899528392, 171.54955996543453, 188.07486444172932, 179.617032008605, 170.64133638089177, 185.22248234042823, 199.37193175143074, 197.74428941095798, 211.76822229481755, 192.95355498317323, 187.22988869415033, 194.75850794675358]"
R_medium_024,rollout,medium,E_medium_006,,,,,,"[-0.0196, 0.0425, 0.0651, 0.0477, -0.0302, -0.0291, 0.0308, -0.0104, 0.0275, -0.0002, -0.0027, 0.0402, 0.0191, -0.0658, -0.0646, 0.0226, 0.0002, -0.0322, -0.0102, 0.0509, 0.0508, 0.0045, -0.0126, -0.0153, -0.0028, -0.0199, -0.0059, 0.0192, -0.0645, -0.0623]","[0.07929999999999998, 0.12179999999999999, 0.1869, 0.2346, 0.2044, 0.1753, 0.2061, 0.1957, 0.2232, 0.223, 0.2203, 0.2605, 0.2796, 0.21380000000000002, 0.1492, 0.1718, 0.17200000000000001, 0.1398, 0.1296, 0.1805, 0.2313, 0.2358, 0.2232, 0.2079, 0.2051, 0.1852, 0.17930000000000001, 0.1985, 0.134, 0.07170000000000001]","[126.14778585496892, 136.76381383425706, 154.26189593660163, 168.61122471810114, 163.19477159555183, 157.46243636687606, 166.8254482255324, 165.29426269017065, 174.22632240412193, 175.36220326356096, 175.89317540405017, 189.5251919838422, 197.53974960795148, 183.2345753749049, 168.07040738071876, 174.944256589301, 175.2307360190134, 167.5363931767259, 165.01664947129683, 180.4935398536329, 197.33265459131925, 200.10215682746303, 198.08373677329726, 195.08536068674928, 195.15562776415806, 190.5607285143129, 189.3868207309916, 196.08783289312456, 179.47392538648947, 163.51707650173958]"
R_medium_025,rollout,medium,E_medium_007,,,,,,"[0.0604, -0.0175, 0.0251, -0.0573, 0.0298, 0.0059, 0.0508, -0.0304, 0.0475, 0.0648, -0.0627, -0.0648, -0.0209, 0.0392, -0.0396, 0.0626, 0.0452, 0.0478, 0.0048, 0.0709, -0.0542, -0.0105, -0.0126, 0.0647, -0.0028, 0.0401, -0.0409, 0.0592, -0.0045, -0.0023]","[0.0604, 0.0429, 0.068, 0.010700000000000008, 0.04050000000000001, 0.04640000000000001, 0.09720000000000001, 0.06680000000000001, 0.11430000000000001, 0.1791, 0.1164, 0.05160000000000001, 0.03070000000000001, 0.0699, 0.0303, 0.09290000000000001, 0.1381, 0.1859, 0.1907, 0.2616, 0.2074, 0.1969, 0.1843, 0.249, 0.2462, 0.2863, 0.2454, 0.3046, 0.3001, 0.29779999999999995]","[130.00435097129963, 126.39872194337963, 133.244585316505, 121.42426695069817, 129.54138560087296, 131.11125776522653, 145.50614988270956, 138.87275519065028, 152.66306169595975, 172.9501445592964, 158.4288610797891, 143.5014560572855, 138.63004173163156, 150.24498426874274, 140.93474751335776, 159.9459661808997, 174.16141003666257, 190.47347821965002, 192.79688629859058, 219.73238545295396, 206.38548226457425, 204.40842789933342, 201.5654874053775, 226.76307536990072, 228.00208161811477, 246.08393964926614, 236.13989133380488, 262.57094035819887, 264.6494770097307, 267.31337447917383]"
