task_type,difficulty,model,score,normalized_error,ablation_name,inverse_gap,inverse_mask_mode,inverse_visible_interval,reveal_equations,description
inverse,medium,Random baseline,0.2196726732229314,5.571016751653293,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
inverse,medium,gpt-4o,0.1736537083832548,4.9088562323631555,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
rollout,easy,Oracle simulator,1.0,0.0,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
rollout,easy,Curve-fit baseline,0.9063870520738286,0.1078534821945181,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
rollout,easy,gpt-4o,0.8744639649607753,0.1511342394713542,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
rollout,easy,Last-value baseline,0.7080240879000266,0.4432531388127839,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
rollout,easy,Random baseline,0.1886024881543498,4.333909364215959,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
rollout,hard,Oracle simulator,1.0,0.0,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
rollout,hard,Last-value baseline,0.1851399229228648,4.795226879354985,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
rollout,hard,gpt-4o,0.1778627244849463,4.939852648620583,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
rollout,hard,Curve-fit baseline,0.1572284699787337,5.5593045644773955,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
rollout,hard,Random baseline,0.0955764458059093,10.022264296272098,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
rollout,medium,Oracle simulator,1.0,0.0,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
rollout,medium,gpt-4o,0.6393891927278464,0.6287687423157141,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
rollout,medium,Curve-fit baseline,0.599706901341656,0.753657757271577,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
rollout,medium,Last-value baseline,0.518537532872119,1.040370464483109,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
rollout,medium,Random baseline,0.2056919265025465,3.881621562063605,A3_gap8_all_masked_noeq,8,all_masked,3,False,Hard hidden-state condition: recent resistance fully hidden.
forward,easy,Oracle simulator,1.0,0.0,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
forward,easy,Curve-fit baseline,0.9791358279744576,0.021748146635855,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
forward,easy,gpt-4o,0.969655662783668,0.0327540337510498,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
forward,easy,Last-value baseline,0.833475371242542,0.214100332577431,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
forward,easy,Random baseline,0.1440295058778442,6.872609523027517,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
forward,hard,Oracle simulator,1.0,0.0,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
forward,hard,gpt-4o,0.7979618064842041,0.2912877662495524,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
forward,hard,Last-value baseline,0.6589231640474176,0.6897008290469606,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
forward,hard,Curve-fit baseline,0.3996502833454831,1.6722294855321482,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
forward,hard,Random baseline,0.1219943179578397,8.190996849367021,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
forward,medium,Oracle simulator,1.0,0.0,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
forward,medium,gpt-4o,0.9494350212737817,0.0547825270486282,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
forward,medium,Curve-fit baseline,0.8655567256116536,0.1696065306802665,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
forward,medium,Last-value baseline,0.785984824269701,0.2979205696666109,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
forward,medium,Random baseline,0.2064896486630984,4.898547768103365,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
inverse,easy,Oracle simulator,1.0,0.0,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
inverse,easy,Curve-fit baseline,0.7862776600412855,0.2780130275314005,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
inverse,easy,Last-value baseline,0.7417626133889539,0.3545972689509563,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
inverse,easy,gpt-4o,0.2550346077760107,3.2736051321070705,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
inverse,easy,Random baseline,0.2424013206348658,5.890659759705933,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
inverse,hard,Oracle simulator,1.0,0.0,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
inverse,hard,Last-value baseline,0.5419051324122782,1.1023135877981534,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
inverse,hard,Curve-fit baseline,0.4751869107051961,1.2843776882615474,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
inverse,hard,Random baseline,0.3242710969365933,3.350680186214531,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
inverse,hard,gpt-4o,0.2224878132567173,3.7131598503711896,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
inverse,medium,Oracle simulator,1.0,0.0,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
inverse,medium,Curve-fit baseline,0.8240998974747697,0.2389442645138958,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
inverse,medium,Last-value baseline,0.6571863307099582,0.5895747837577275,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
inverse,medium,gpt-4o,0.2334277556918002,3.526911787918711,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
inverse,medium,Random baseline,0.2196726732229314,5.571016751653293,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
rollout,easy,Oracle simulator,1.0,0.0,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
rollout,easy,gpt-4o,0.9067341425940548,0.1056921057617826,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
rollout,easy,Curve-fit baseline,0.9063870520738286,0.1078534821945181,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
rollout,easy,Last-value baseline,0.7080240879000266,0.4432531388127839,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
rollout,easy,Random baseline,0.1886024881543498,4.333909364215959,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
rollout,hard,Oracle simulator,1.0,0.0,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
rollout,hard,gpt-4o,0.194055594114015,4.432390378152187,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
rollout,hard,Last-value baseline,0.1851399229228648,4.795226879354985,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
rollout,hard,Curve-fit baseline,0.1572284699787337,5.5593045644773955,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
rollout,hard,Random baseline,0.0955764458059093,10.022264296272098,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
rollout,medium,Oracle simulator,1.0,0.0,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
rollout,medium,gpt-4o,0.62462921895423,0.6598270280858413,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
rollout,medium,Curve-fit baseline,0.599706901341656,0.753657757271577,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
rollout,medium,Last-value baseline,0.518537532872119,1.040370464483109,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
rollout,medium,Random baseline,0.2056919265025465,3.881621562063605,A4_gap5_partial_reveal_eq,5,partial_resistance,3,True,Equation-reveal ablation for the recommended main condition.
